"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Fall 2001","4018","","","CSCI","CSCI","A304","1362","","RYBAKOV V","11","16"," 2.930"," 2.970","44","45.5","18.2","36.4","0.0","5","1","0","4","1","1","0","0","1","3","0","0","0","0","0","3","0","0","1","0","0","0","1","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","A348","1364","","GERMAN D","71","85"," 3.780"," 2.940","14","80.3","18.3","1.4","0.0","14","1","48","8","7","5","1","0","1","0","0","0","0","0","1","6","7","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","A504","1369","","RYBAKOV V","8","12"," 3.550"," 3.730","0","75.0","12.5","12.5","0.0","4","2","2","2","0","1","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","A547","1371","","WHITMER J","9","11"," 3.510"," 3.630","9","44.4","55.6","0.0","0.0","2","0","1","3","5","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","A548","1376","","GERMAN D","13","17"," 4.000"," 3.700","24","100.0","0.0","0.0","0.0","4","1","12","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","A591","1381","","SPRINGER G","5","5"," 3.460"," 3.320","60","40.0","60.0","0.0","0.0","0","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","A592","1397","","HAYNES C","15","21"," 3.600"," 3.510","24","66.7","26.7","6.7","0.0","6","6","3","1","2","1","1","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","2","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","A593","1403","","PURDOM P","5","7"," 3.600"," 3.280","29","60.0","40.0","0.0","0.0","2","0","1","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","A594","1408","","DRAKE P","7","12"," 3.710"," 3.520","50","71.4","28.6","0.0","0.0","5","1","4","0","0","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","1","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","A597","1415","","MENZEL S","11","18"," 2.940"," 3.570","0","36.4","36.4","18.2","0.0","8","0","3","1","1","3","0","1","1","0","0","0","0","1","2","3","0","0","0","0","0","0","2","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B351","1466","","LEAKE D","48","62"," 2.760"," 2.970","76","35.4","27.1","27.1","0.0","19","1","11","5","5","5","3","5","5","3","0","0","0","5","11","2","0","0","0","0","0","0","1","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B401","1473","","WISE D","41","49"," 3.180"," 3.190","92","48.8","29.3","17.1","4.9","8","1","15","4","1","10","1","1","4","2","0","2","0","0","3","5","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B441","1476","","JOHNSON S","9","13"," 2.510"," 2.850","100","0.0","77.8","0.0","11.1","5","0","0","0","3","3","1","0","0","0","0","1","0","1","1","3","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B461","1479","","VAN GUCHT D","40","43"," 3.020"," 3.140","93","37.5","37.5","17.5","5.0","4","2","5","8","6","7","2","4","2","1","0","2","0","1","2","1","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B481","1482","","HANSON A","27","35"," 2.560"," 3.130","83","33.3","18.5","37.0","0.0","11","1","2","6","1","3","1","1","8","1","0","0","0","3","5","2","0","0","0","0","0","0","1","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B501","1486","","WISE D","25","41"," 3.590"," 3.540","90","72.0","24.0","0.0","4.0","16","1","13","4","1","4","1","0","0","0","0","1","0","0","11","5","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B521","1487","","FRIEDMAN D","21","31"," 3.320"," 3.500","81","66.7","23.8","0.0","0.0","12","5","5","4","1","3","1","0","0","0","0","0","0","2","5","5","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B541","1490","","JOHNSON S","11","14"," 3.310"," 3.290","93","45.5","45.5","9.1","0.0","3","0","2","3","2","2","1","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B551","1493","","LEAKE D","14","21"," 3.640"," 3.530","76","64.3","35.7","0.0","0.0","7","0","7","2","3","1","1","0","0","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B561","1495","","VAN GUCHT D","55","65"," 3.210"," 3.550","88","43.6","43.6","10.9","0.0","11","1","11","12","8","8","8","0","6","0","0","0","0","1","1","9","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B581","1499","","HANSON A","20","39"," 3.720"," 3.550","92","85.0","15.0","0.0","0.0","19","2","6","9","0","3","0","0","0","0","0","0","0","0","8","11","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B599","1500","","KISLING E","0","28"," 0.000"," 3.530","100","0.0","0.0","0.0","0.0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","B659","1502","","CUTU F","13","20"," 3.480"," 3.500","90","69.2","23.1","7.7","0.0","7","2","4","3","0","0","3","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","C211","1425","","SPRINGER G","61","94"," 2.560"," 2.690","12","19.7","44.3","23.0","3.3","39","3","2","7","5","12","10","6","4","4","1","1","0","6","26","6","1","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","C211","1426","","WADDELL O","64","92"," 2.880"," 2.790","18","23.4","56.3","12.5","0.0","33","1","5","9","18","8","10","5","1","2","0","0","0","5","21","5","1","0","1","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","C211","1427","","SARKAR D","62","89"," 2.850"," 2.760","12","16.1","64.5","11.3","4.8","29","0","2","8","13","15","12","4","2","1","2","1","0","2","23","4","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","C212","1443","","HAYNES C","14","31"," 2.440"," 2.680","19","28.6","28.6","21.4","7.1","19","0","3","1","0","1","3","1","1","1","1","0","0","2","11","6","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","C212","1446","","MENZEL S","23","42"," 2.150"," 2.740","38","30.4","13.0","26.1","4.3","25","0","4","3","0","3","0","1","4","1","1","0","0","6","15","4","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","C241","1449","","LEIVANT D","45","53"," 2.930"," 2.980","72","31.1","44.4","15.6","4.4","10","2","6","6","7","7","6","5","0","2","2","0","0","2","4","4","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","C311","1453","","FRIEDMAN D","43","59"," 2.910"," 2.930","85","44.2","25.6","11.6","14.0","18","5","10","4","4","4","3","2","2","1","2","4","0","2","10","5","1","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","C335","1456","","PURDOM P","42","64"," 2.570"," 2.950","80","14.3","47.6","26.2","4.8","25","0","0","6","5","11","4","6","3","2","1","1","0","3","17","3","1","0","0","0","0","0","1","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","C343","1463","","DRAKE P","38","50"," 2.340"," 2.870","82","15.8","36.8","23.7","13.2","16","0","6","0","1","12","1","1","7","1","0","5","0","4","9","3","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","G901","1505","","HANSON A","0","9"," 0.000"," 3.790","100","0.0","0.0","0.0","0.0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","H211","1441","","DYBVIG R","22","22"," 3.610"," 3.610","36","68.2","31.8","0.0","0.0","0","1","5","9","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","H335","1461","","PURDOM P","11","11"," 3.680"," 3.720","82","81.8","18.2","0.0","0.0","0","1","3","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","P436","1474","","PLALE B","33","40"," 2.740"," 3.280","93","36.4","27.3","21.2","12.1","8","0","6","6","4","1","4","2","3","2","0","1","3","1","5","1","1","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","P465","1480","","ROBERTSON E","0","18"," 0.000"," 3.240","89","0.0","0.0","0.0","0.0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","16","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","P536","1488","","LUMSDAINE A","48","73"," 3.560"," 3.580","92","56.3","43.8","0.0","0.0","25","5","18","4","3","18","0","0","0","0","0","0","0","0","15","10","0","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","P565","1496","","ROBERTSON E","0","47"," 0.000"," 3.490","94","0.0","0.0","0.0","0.0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","40","0","0","0","0","0","0","0","01-17-2002",
"Fall 2001","4018","","","CSCI","CSCI","P573","1498","","BRAMLEY R","24","34"," 3.750"," 3.740","82","75.0","25.0","0.0","0.0","10","3","15","0","0","6","0","0","0","0","0","0","0","0","4","3","1","0","0","0","0","0","2","0","01-17-2002",
"Second Summer Session 2001","4015SS2","","","CSCI","CSCI","A110","4251","","SPRINGER J","27","29"," 3.260"," 2.850","0","37.0","51.9","11.1","0.0","2","0","3","7","8","4","2","2","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","09-06-2001",
"Second Summer Session 2001","4015SS2","","","CSCI","CSCI","A110","4252","","SPRINGER J","20","26"," 3.110"," 2.770","0","30.0","55.0","10.0","0.0","7","0","4","2","5","5","1","2","0","0","0","0","0","1","1","4","0","0","0","0","0","0","1","0","09-06-2001",
"Second Summer Session 2001","4015SS2","","","CSCI","CSCI","A110","4254","","SPRINGER J","6","6"," 3.100"," 2.400","0","33.3","33.3","33.3","0.0","0","0","2","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2001",
"Second Summer Session 2001","4015SS2","","","CSCI","CSCI","A201","4256","","GERMAN D","49","58"," 3.380"," 2.940","7","61.2","22.4","10.2","2.0","11","12","15","3","5","6","0","3","1","1","1","0","0","2","7","2","0","0","0","0","0","0","0","0","09-06-2001",
"Second Summer Session 2001","4015SS2","","","CSCI","CSCI","A202","4259","","CHENOWETH B","18","27"," 2.830"," 2.860","7","22.2","50.0","16.7","11.1","9","0","3","1","1","5","3","2","1","0","1","1","0","0","5","4","0","0","0","0","0","0","0","0","09-06-2001",
"Second Summer Session 2001","4015SS2","","","CSCI","CSCI","A592","4261","","KULCHANIA M","6","7"," 2.930"," 3.010","29","33.3","33.3","16.7","16.7","1","0","1","1","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","09-06-2001",
"Second Summer Session 2001","4015SS2","","","CSCI","CSCI","A597","4265","","GERMAN D","8","9"," 3.880"," 3.550","0","87.5","12.5","0.0","0.0","1","3","4","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","09-06-2001",
"Second Summer Session 2001","4015SS2","","","CSCI","CSCI","C212","4270","","KULCHANIA M","31","35"," 2.620"," 2.810","46","38.7","16.1","25.8","9.7","7","2","4","6","1","2","2","4","3","1","1","2","0","3","3","1","0","0","0","0","0","0","0","0","09-06-2001",
"Second Summer Session 2001","4015SS2","","","CSCI","CSCI","C343","4272","","DRAKE P","29","36"," 2.690"," 2.920","61","37.9","24.1","20.7","3.4","11","4","6","1","0","7","0","1","5","0","0","1","0","4","5","1","0","0","0","0","0","0","1","0","09-06-2001",
"Second Summer Session 2001","4015SS2","","","CSCI","CSCI","Y790","4279","","HANSON A","6","19"," 4.000"," 3.790","100","100.0","0.0","0.0","0.0","13","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","09-06-2001",
"First Summer Session 2001","4015SS1","","","CSCI","CSCI","A247","0166","","WHITMER J","26","30"," 3.200"," 3.100","20","34.6","50.0","11.5","3.8","4","0","6","3","5","7","1","3","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","07-12-2001",
"First Summer Session 2001","4015SS1","","","CSCI","CSCI","A547","0169","","WHITMER J","13","15"," 3.460"," 3.340","0","69.2","15.4","7.7","7.7","2","0","7","2","2","0","0","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","07-12-2001",
"First Summer Session 2001","4015SS1","","","CSCI","CSCI","C211","0175","","MENZEL S","19","31"," 2.280"," 2.750","26","21.1","15.8","36.8","21.1","13","1","2","1","1","1","1","2","3","2","2","2","0","1","12","0","0","0","0","0","0","0","0","0","07-12-2001",
"First Summer Session 2001","4015SS1","","","CSCI","CSCI","C241","0178","","VAN GUCHT D","17","22"," 3.000"," 2.890","68","29.4","41.2","29.4","0.0","5","1","3","1","3","2","2","2","1","2","0","0","0","0","1","1","0","0","0","0","0","0","3","0","07-12-2001",
"First Summer Session 2001","4015SS1","","","CSCI","CSCI","Y790","0185","","HANSON A","0","8"," 0.000"," 3.750","100","0.0","0.0","0.0","0.0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","07-12-2001",
"First Summer Session 2001","4015SS1","","","CSCI","CSCI","Y890","0186","","HANSON A","0","6"," 0.000"," 3.910","100","0.0","0.0","0.0","0.0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","07-12-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1186","","","17","30"," 2.120"," 2.480","0","11.8","35.3","23.5","11.8","16","2","0","0","2","3","1","0","4","0","0","1","1","3","4","9","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1187","","","24","33"," 1.970"," 2.510","0","12.5","25.0","25.0","20.8","13","1","0","2","2","1","3","3","1","2","3","2","0","4","4","5","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1188","","","23","31"," 2.440"," 2.720","0","8.7","56.5","17.4","8.7","10","0","0","2","2","6","5","1","2","1","2","0","0","2","6","2","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1189","","","27","32"," 2.610"," 2.730","0","7.4","55.6","33.3","0.0","6","0","1","1","4","4","7","4","3","2","0","0","0","1","2","2","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1190","","","23","33"," 2.550"," 2.650","0","8.7","52.2","26.1","13.0","10","0","1","1","3","4","5","3","1","2","2","0","1","0","5","4","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1191","","","23","35"," 1.910"," 2.670","0","0.0","26.1","47.8","13.0","15","0","0","0","1","3","2","5","4","2","1","2","0","3","6","5","0","0","1","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1192","","","20","33"," 1.900"," 2.660","0","5.0","35.0","25.0","10.0","18","0","0","1","2","4","1","5","0","0","0","0","2","5","7","5","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1193","","","26","34"," 2.300"," 2.640","0","0.0","42.3","42.3","7.7","10","0","0","0","4","5","2","7","3","1","1","1","0","2","1","5","2","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1194","","","26","31"," 1.970"," 2.480","0","3.8","34.6","34.6","11.5","9","0","0","1","2","2","5","2","5","2","1","2","0","4","3","1","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1198","","","25","31"," 2.210"," 2.710","0","12.0","20.0","52.0","8.0","8","0","1","2","4","0","1","3","8","2","0","1","1","2","4","2","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1199","","","20","24"," 2.300"," 2.690","0","5.0","50.0","25.0","10.0","6","0","0","1","2","3","5","3","2","0","1","1","0","2","2","1","0","0","1","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1200","","","29","34"," 2.520"," 2.810","0","6.9","62.1","13.8","6.9","8","0","0","2","7","5","6","3","1","0","2","0","0","3","3","1","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1201","","","16","17"," 2.530"," 2.920","0","6.3","50.0","31.3","6.3","2","0","0","1","2","5","1","5","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1202","","","14","19"," 3.290"," 3.070","0","42.9","50.0","7.1","0.0","5","0","3","3","1","5","1","0","1","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1203","","","16","18"," 2.710"," 2.760","0","6.3","75.0","12.5","0.0","3","0","0","1","4","3","5","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1204","","","14","18"," 2.720"," 2.990","0","7.1","78.6","7.1","0.0","5","0","0","1","3","3","5","0","1","0","0","0","0","1","2","1","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1205","","","32","37"," 2.950"," 2.980","0","21.9","62.5","9.4","3.1","6","0","1","6","6","11","3","2","1","0","0","0","1","1","1","4","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1206","","","17","18"," 2.780"," 2.670","0","17.6","47.1","29.4","5.9","1","0","1","2","3","3","2","2","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1207","","","30","33"," 2.370"," 2.470","0","6.7","56.7","13.3","13.3","6","0","0","2","6","7","4","1","1","2","2","1","1","3","2","0","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1208","","","17","18"," 2.890"," 2.970","0","17.6","58.8","17.6","0.0","2","0","1","2","4","5","1","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1209","","","28","35"," 2.350"," 2.740","0","10.7","50.0","14.3","14.3","10","0","2","1","3","6","5","3","0","1","0","4","0","3","4","3","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1210","","","14","18"," 2.660"," 2.380","0","7.1","42.9","50.0","0.0","4","0","1","0","1","4","1","4","3","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1211","","","14","19"," 2.700"," 2.810","0","7.1","71.4","14.3","7.1","5","0","0","1","2","4","4","0","1","1","0","1","0","0","4","1","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1212","","","21","28"," 1.900"," 2.730","0","4.8","28.6","38.1","9.5","11","0","0","1","1","3","2","2","4","2","2","0","0","4","2","3","2","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1213","","","21","30"," 2.750"," 2.830","0","19.0","57.1","14.3","0.0","11","0","1","3","5","3","4","1","2","0","0","0","0","2","5","4","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1214","","","14","18"," 2.750"," 2.820","0","0.0","64.3","35.7","0.0","4","0","0","0","3","3","3","5","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1215","","","19","21"," 3.020"," 2.890","0","31.6","47.4","15.8","0.0","3","0","2","4","4","3","2","3","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1216","","","17","22"," 2.890"," 2.850","0","35.3","35.3","23.5","0.0","6","0","2","4","2","3","1","1","2","1","0","0","0","1","1","2","0","0","2","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1217","","","18","20"," 2.370"," 2.680","0","5.6","50.0","27.8","5.6","4","0","0","1","4","3","2","1","3","1","1","0","0","2","1","1","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1218","","","18","24"," 2.570"," 2.970","0","5.6","55.6","33.3","0.0","7","0","0","1","2","4","4","4","2","0","0","0","0","1","4","2","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1219","","","15","18"," 3.180"," 3.110","0","33.3","53.3","13.3","0.0","3","0","2","3","2","4","2","2","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1220","","","32","37"," 2.860"," 2.850","0","18.8","56.3","18.8","3.1","6","0","3","3","10","3","5","3","0","3","0","1","0","1","2","3","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1221","","","26","31"," 2.490"," 2.560","0","7.7","57.7","23.1","0.0","8","0","1","1","2","9","4","3","2","1","0","0","0","3","4","1","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","1222","","","13","14"," 2.890"," 2.600","0","30.8","38.5","23.1","0.0","2","0","3","1","3","1","1","1","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A110","8945","","","32","36"," 2.620"," 2.780","0","15.6","50.0","21.9","6.3","6","0","1","4","5","5","6","3","3","1","2","0","0","2","2","2","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A111","1226","","WYSS C","65","80"," 3.140"," 2.980","0","29.2","60.0","7.7","1.5","16","3","8","8","14","16","9","3","2","0","0","1","0","1","3","11","0","0","1","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A112","1230","","WYSS C","44","59"," 3.030"," 3.050","5","40.9","34.1","18.2","2.3","17","3","7","8","5","6","4","5","2","1","0","1","0","2","6","8","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A113","1234","","VAN GUCHT D","49","66"," 3.220"," 2.910","5","55.1","30.6","6.1","0.0","21","5","14","8","7","3","5","2","1","0","0","0","0","4","7","10","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A114","1237","","VAN GUCHT D","44","48"," 3.620"," 3.170","6","72.7","20.5","6.8","0.0","4","6","19","7","3","5","1","1","0","2","0","0","0","0","2","1","0","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A115","1241","","WHITMER J","41","77"," 2.650"," 2.670","3","29.3","39.0","12.2","7.3","41","0","6","6","6","6","4","2","3","0","1","2","0","5","15","18","0","0","2","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A116","1246","","WHITMER J","63","95"," 2.630"," 2.650","4","23.8","38.1","23.8","3.2","39","0","12","3","7","16","1","3","10","2","1","1","0","7","14","16","0","0","1","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A201","1251","","GERMAN D","137","224"," 2.900"," 2.850","0","47.4","21.2","16.8","7.3","97","6","45","14","5","16","8","7","12","4","1","4","5","10","59","23","4","0","1","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A202","1260","","MENZEL S","53","74"," 2.680"," 3.040","4","17.0","43.4","26.4","7.5","24","0","8","1","11","10","2","7","7","0","2","1","1","3","15","5","0","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A247","1265","","WHITMER J","58","72"," 2.780"," 2.920","14","22.4","44.8","25.9","1.7","17","0","7","6","5","17","4","6","7","2","1","0","0","3","11","2","0","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A290","1270","","JADUD M","17","20"," 3.450"," 2.830","5","58.8","35.3","0.0","5.9","3","0","5","5","4","2","0","0","0","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A306","1271","","","14","24"," 3.960"," 3.090","29","100.0","0.0","0.0","0.0","10","0","12","2","0","0","0","0","0","0","0","0","0","0","5","3","1","0","1","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A348","1273","","GERMAN D","72","83"," 3.580"," 2.960","14","72.2","23.6","1.4","1.4","12","0","39","13","4","7","6","1","0","0","0","1","0","1","5","5","1","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A547","1280","","WHITMER J","11","14"," 3.450"," 3.490","21","72.7","18.2","0.0","0.0","4","0","6","2","2","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A548","1285","","GERMAN D","13","19"," 3.980"," 3.580","26","100.0","0.0","0.0","0.0","6","0","12","1","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A591","1290","","SPRINGER G","7","12"," 3.390"," 3.660","25","85.7","0.0","0.0","0.0","6","1","4","1","0","0","0","0","0","0","0","0","0","1","3","1","0","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A592","1298","","MENZEL S","12","18"," 3.170"," 3.530","28","50.0","33.3","8.3","0.0","7","1","1","4","3","1","0","1","0","0","0","0","0","1","1","3","1","0","0","0","0","0","1","0","06-07-2001",
"Spring 2001","4012","","","CSCI","CSCI","A592","1302","","HAYNES C","8","11"," 3.460"," 3.590","45","75.0","12.5","0.0","12.5","3","1","4","1","0","1","0","0","0","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","06-07-2001",
